X,Y,Name,description,Sample_ID_new,DNA_ID_GenBank_NO,chemotype,lineage,Phenotype,Country,GPS_coordinates,Haplotype_number,LatDeg,LongDeg,Lat,Long,Acc_No_1,Acc_No_2
8.3559417,61.5691972,T. vermicularis v. subuliformis,"Sample ID new: Norway_Juvasshytta_06<br>DNA ID/GenBank NO: 6<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  61.5691972°, 008.3559417°<br>Haplotype number: H1",Norway_Juvasshytta_06,6,UV+,lineage C,"cylindrical, UV+",Norway," 61.5691972°, 008.3559417°",H1,61.5691972,8.3559417,61.5691972,8.3559417,KY559126,
172.8333333,-42.4833333,T. vermicularis,"Sample ID new: NZ_Cantebury_564.1<br>DNA ID/GenBank NO: 564.1<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: New Zeeland<br>GPS coordinates:  -42.4833333°, 172.8333333°<br>Haplotype number: H1",NZ_Cantebury_564.1,564.1,UV-,lineage C,"cylindrical, UV-",New Zeeland," -42.4833333°, 172.8333333°",H1,-42.4833333,172.8333333,-42.4833333,172.8333333,,
16.4668083,56.3003306,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_07<br>DNA ID/GenBank NO: 7<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.3003306°, 016.4668083°<br>Haplotype number: H1",Sweden_Öland_07,7,UV+,lineage C,"cylindrical, UV+",Sweden," 56.3003306°, 016.4668083°",H1,56.3003306,16.4668083,56.3003306,16.4668083,KY559183,
16.4668083,56.3003306,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_08<br>DNA ID/GenBank NO: 8<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.3003306°, 016.4668083°<br>Haplotype number: H1",Sweden_Öland_08,8,UV+,lineage C,"cylindrical, UV+",Sweden," 56.3003306°, 016.4668083°",H1,56.3003306,16.4668083,56.3003306,16.4668083,KY559184,
16.4668083,56.3003306,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_09<br>DNA ID/GenBank NO: 9<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.3003306°, 016.4668083°<br>Haplotype number: H1",Sweden_Öland_09,9,UV+,lineage C,"cylindrical, UV+",Sweden," 56.3003306°, 016.4668083°",H1,56.3003306,16.4668083,56.3003306,16.4668083,KY559185,
16.4668083,56.3003306,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_10<br>DNA ID/GenBank NO: 10<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.3003306°, 016.4668083°<br>Haplotype number: H1",Sweden_Öland_10,10,UV+,lineage C,"cylindrical, UV+",Sweden," 56.3003306°, 016.4668083°",H1,56.3003306,16.4668083,56.3003306,16.4668083,KY559186,
16.4668083,56.3003306,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_16<br>DNA ID/GenBank NO: 16<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.3003306°, 016.4668083°<br>Haplotype number: H1",Sweden_Öland_16,16,UV+,lineage C,"cylindrical, UV+",Sweden," 56.3003306°, 016.4668083°",H1,56.3003306,16.4668083,56.3003306,16.4668083,KY559187,
-77.6121972,-9.0088083,"cylindrical, unknown chemistry","Sample ID new: Peru_Laguna69_369<br>DNA ID/GenBank NO: 369<br>chemotype: NA<br>lineage: lineage C<br>Phenotype: cylindrical, unknown chemistry<br>Country: Peru<br>GPS coordinates: -09.0088083°, -077.6121972°<br>Haplotype number: H1",Peru_Laguna69_369,369,NA,lineage C,"cylindrical, unknown chemistry",Peru,"-09.0088083°, -077.6121972°",H1,-9.0088083,-77.6121972,-9.0088083,-77.6121972,,
-77.6121972,-9.0088083,"cylindrical, unknown chemistry","Sample ID new: Peru_Laguna69_370<br>DNA ID/GenBank NO: 370<br>chemotype: NA<br>lineage: lineage C<br>Phenotype: cylindrical, unknown chemistry<br>Country: Peru<br>GPS coordinates: -09.0088083°, -077.6121972°<br>Haplotype number: H1",Peru_Laguna69_370,370,NA,lineage C,"cylindrical, unknown chemistry",Peru,"-09.0088083°, -077.6121972°",H1,-9.0088083,-77.6121972,-9.0088083,-77.6121972,,
-77.6121972,-9.0088083,"cylindrical, unknown chemistry","Sample ID new: Peru_Laguna69_372<br>DNA ID/GenBank NO: 372<br>chemotype: NA<br>lineage: lineage C<br>Phenotype: cylindrical, unknown chemistry<br>Country: Peru<br>GPS coordinates: -09.0088083°, -077.6121972°<br>Haplotype number: H1",Peru_Laguna69_372,372,NA,lineage C,"cylindrical, unknown chemistry",Peru,"-09.0088083°, -077.6121972°",H1,-9.0088083,-77.6121972,-9.0088083,-77.6121972,,
-77.6121972,-9.0088083,T. vermicularis v. vermicularis,"Sample ID new: Peru_Laguna69_373<br>DNA ID/GenBank NO: 373<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Peru<br>GPS coordinates: -09.0088083°, -077.6121972°<br>Haplotype number: H1",Peru_Laguna69_373,373,UV-,lineage C,"cylindrical, UV-",Peru,"-09.0088083°, -077.6121972°",H1,-9.0088083,-77.6121972,-9.0088083,-77.6121972,,
20.0633333,49.1866667,T. vermicularis v. subuliformis,"Sample ID new: Poland_TatraMt_301<br>DNA ID/GenBank NO: 301<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Poland<br>GPS coordinates: 49.1866667°, 020.0633333°<br>Haplotype number: H1",Poland_TatraMt_301,301,UV+,lineage C,"cylindrical, UV+",Poland,"49.1866667°, 020.0633333°",H1,49.1866667,20.0633333,49.1866667,20.0633333,KY559157,
25.4955556,45.3594806,T. vermicularis v. subuliformis,"Sample ID new: Romania_BucegiMt_02<br>DNA ID/GenBank NO: 2<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Romania<br>GPS coordinates:  45.3594806°, 025.4955556°<br>Haplotype number: H1",Romania_BucegiMt_02,2,UV+,lineage C,"cylindrical, UV+",Romania," 45.3594806°, 025.4955556°",H1,45.3594806,25.4955556,45.3594806,25.4955556,KY559175,
25.4955556,45.3594806,T. vermicularis v. subuliformis,"Sample ID new: Romania_BucegiMt_45<br>DNA ID/GenBank NO: 45<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Romania<br>GPS coordinates:  45.3594806°, 025.4955556°<br>Haplotype number: H1",Romania_BucegiMt_45,45,UV+,lineage C,"cylindrical, UV+",Romania," 45.3594806°, 025.4955556°",H1,45.3594806,25.4955556,45.3594806,25.4955556,KY559177,
25.4955556,45.3594806,T. vermicularis v. subuliformis,"Sample ID new: Romania_BucegiMt_53<br>DNA ID/GenBank NO: 53<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Romania<br>GPS coordinates:  45.3594806°, 025.4955556°<br>Haplotype number: H1",Romania_BucegiMt_53,53,UV+,lineage C,"cylindrical, UV+",Romania," 45.3594806°, 025.4955556°",H1,45.3594806,25.4955556,45.3594806,25.4955556,KY559178,
153.9695833,61.1965833,T. vermicularis,"Sample ID new: Russia_Dzuletta_310<br>DNA ID/GenBank NO: 310<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Russia<br>GPS coordinates:  61.1965833°, 153.9695833°<br>Haplotype number: H1",Russia_Dzuletta_310,310,UV-,lineage C,"cylindrical, UV-",Russia," 61.1965833°, 153.9695833°",H1,61.1965833,153.9695833,61.1965833,153.9695833,KY559230,
15.6291639,78.2147111,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_01<br>DNA ID/GenBank NO: 1<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  78.2147111°, 015.6291639°<br>Haplotype number: H1",Norway_Svalbard_01,1,UV+,lineage C,"cylindrical, UV+",Norway," 78.2147111°, 015.6291639°",H1,78.2147111,15.6291639,78.2147111,15.6291639,KY559124,
15.6291639,78.2147111,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_54<br>DNA ID/GenBank NO: 54<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  78.2147111°, 015.6291639°<br>Haplotype number: H1",Norway_Svalbard_54,54,UV+,lineage C,"cylindrical, UV+",Norway," 78.2147111°, 015.6291639°",H1,78.2147111,15.6291639,78.2147111,15.6291639,KY559166,
15.6291639,78.2147111,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_56<br>DNA ID/GenBank NO: 65<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  78.2147111°, 015.6291639°<br>Haplotype number: H1",Norway_Svalbard_56,65,UV+,lineage C,"cylindrical, UV+",Norway," 78.2147111°, 015.6291639°",H1,78.2147111,15.6291639,78.2147111,15.6291639,,
15.6291639,78.2147111,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_61<br>DNA ID/GenBank NO: 61<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  78.2147111°, 015.6291639°<br>Haplotype number: H1",Norway_Svalbard_61,61,UV+,lineage C,"cylindrical, UV+",Norway," 78.2147111°, 015.6291639°",H1,78.2147111,15.6291639,78.2147111,15.6291639,KY559168,
15.6291639,78.2147111,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_62.3<br>DNA ID/GenBank NO: 62.3<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  78.2147111°, 015.6291639°<br>Haplotype number: H1",Norway_Svalbard_62.3,62.3,UV+,lineage C,"cylindrical, UV+",Norway," 78.2147111°, 015.6291639°",H1,78.2147111,15.6291639,78.2147111,15.6291639,KY559219,
7.29938,46.0856,T. vermicularis,"Sample ID new: Switzerland_Valais_111<br>DNA ID/GenBank NO: 111<br>chemotype: UV-<br>lineage: lineage B<br>Phenotype: cylindrical, UV-<br>Country: Switzerland<br>GPS coordinates:  46.0856000°, 007.2993800°<br>Haplotype number: H8",Switzerland_Valais_111,111,UV-,lineage B,"cylindrical, UV-",Switzerland," 46.0856000°, 007.2993800°",H8,46.0856,7.29938,46.0856,7.29938,KY559130,
7.29938,46.0856,T. vermicularis v. subuliformis,"Sample ID new: Switzerland_Valais_113<br>DNA ID/GenBank NO: 113<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Switzerland<br>GPS coordinates:  46.0856000°, 007.2993800°<br>Haplotype number: H1",Switzerland_Valais_113,113,UV+,lineage C,"cylindrical, UV+",Switzerland," 46.0856000°, 007.2993800°",H1,46.0856,7.29938,46.0856,7.29938,KY559107,
7.29938,46.0856,T. vermicularis,"Sample ID new: Switzerland_Valais_115<br>DNA ID/GenBank NO: 115<br>chemotype: UV-<br>lineage: lineage B<br>Phenotype: cylindrical, UV-<br>Country: Switzerland<br>GPS coordinates:  46.0856000°, 007.2993800°<br>Haplotype number: H8",Switzerland_Valais_115,115,UV-,lineage B,"cylindrical, UV-",Switzerland," 46.0856000°, 007.2993800°",H8,46.0856,7.29938,46.0856,7.29938,KY559131,
140.7391667,51.4201333,T. vermicularis,"Sample ID new: Russia_ArbatMt_342<br>DNA ID/GenBank NO: 342<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Russia<br>GPS coordinates:  51.4201333°, 140.7391667°<br>Haplotype number: H1",Russia_ArbatMt_342,342,UV-,lineage C,"cylindrical, UV-",Russia," 51.4201333°, 140.7391667°",H1,51.4201333,140.7391667,51.4201333,140.7391667,KY559198,
88.6764028,49.9936583,T. vermicularis v. subuliformis,"Sample ID new: Russia_AltaiMt_338<br>DNA ID/GenBank NO: 338<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Russia<br>GPS coordinates:  49.9936583°, 088.6764028°<br>Haplotype number: H4",Russia_AltaiMt_338,338,UV+,lineage C,"cylindrical, UV+",Russia," 49.9936583°, 088.6764028°",H4,49.9936583,88.6764028,49.9936583,88.6764028,KY559114,
-149.8311472,68.4470083,T. vermicularis,"Sample ID new: USA_Wiseman-Antigu_83.1<br>DNA ID/GenBank NO: 83.1<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: U.S.A.<br>GPS coordinates: 68.4470083°, -149.8311472°<br>Haplotype number: H1",USA_Wiseman-Antigu_83.1,83.1,UV-,lineage C,"cylindrical, UV-",U.S.A.,"68.4470083°, -149.8311472°",H1,68.4470083,-149.8311472,68.4470083,-149.8311472,KY559204,
-149.8311472,68.4470083,T. vermicularis v. subuliformis,"Sample ID new: USA_Wiseman-Antigu_83.2<br>DNA ID/GenBank NO: 83.2<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: U.S.A.<br>GPS coordinates: 68.4470083°, -149.8311472°<br>Haplotype number: H1",USA_Wiseman-Antigu_83.2,83.2,UV+,lineage C,"cylindrical, UV+",U.S.A.,"68.4470083°, -149.8311472°",H1,68.4470083,-149.8311472,68.4470083,-149.8311472,KY559238,
148.8,-35.4666667,T. vermicularis,"Sample ID new: Australia_AggieMt_554.3<br>DNA ID/GenBank NO: 554.3<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Australia<br>GPS coordinates:  -35.4666667°, 148.8000000°<br>Haplotype number: H1",Australia_AggieMt_554.3,554.3,UV-,lineage C,"cylindrical, UV-",Australia," -35.4666667°, 148.8000000°",H1,-35.4666667,148.8,-35.4666667,148.8,,
-68.0543056,-16.3209722,T. vermicularis,"Sample ID new: Bolivia_ApachetaChucura_381<br>DNA ID/GenBank NO: 381<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Bolivia<br>GPS coordinates:  -16.3209722°, -068.0543056°<br>Haplotype number: H1",Bolivia_ApachetaChucura_381,381,UV-,lineage C,"cylindrical, UV-",Bolivia," -16.3209722°, -068.0543056°",H1,-16.3209722,-68.0543056,-16.3209722,-68.0543056,,
-68.0543056,-16.3209722,T. vermicularis,"Sample ID new: Bolivia_ApachetaChucura_382<br>DNA ID/GenBank NO: 382<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Bolivia<br>GPS coordinates:  -16.3209722°, -068.0543056°<br>Haplotype number: H1",Bolivia_ApachetaChucura_382,382,UV-,lineage C,"cylindrical, UV-",Bolivia," -16.3209722°, -068.0543056°",H1,-16.3209722,-68.0543056,-16.3209722,-68.0543056,,
-68.0543056,-16.3209722,T. vermicularis,"Sample ID new: Bolivia_ApachetaChucura_383<br>DNA ID/GenBank NO: 383<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Bolivia<br>GPS coordinates:  -16.3209722°, -068.0543056°<br>Haplotype number: H1",Bolivia_ApachetaChucura_383,383,UV-,lineage C,"cylindrical, UV-",Bolivia," -16.3209722°, -068.0543056°",H1,-16.3209722,-68.0543056,-16.3209722,-68.0543056,,
-67.6436111,-54.9586111,T. vermicularis,"Sample ID new: Chile_Navarino_556.3<br>DNA ID/GenBank NO: 556.3<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Chile<br>GPS coordinates:  -54.9586111°, -067.6436111°<br>Haplotype number: H1",Chile_Navarino_556.3,556.3,UV-,lineage C,"cylindrical, UV-",Chile," -54.9586111°, -067.6436111°",H1,-54.9586111,-67.6436111,-54.9586111,-67.6436111,,
-72.2841361,6.4899917,T. vermicularis,"Sample ID new: Colombia_Boyara_473<br>DNA ID/GenBank NO: 473<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Colombia<br>GPS coordinates: 06.4899917°, -072.2841361°<br>Haplotype number: H1",Colombia_Boyara_473,473,UV-,lineage C,"cylindrical, UV-",Colombia,"06.4899917°, -072.2841361°",H1,6.4899917,-72.2841361,6.4899917,-72.2841361,,
-72.2841361,6.4899917,T. vermicularis,"Sample ID new: Colombia_Boyara_474<br>DNA ID/GenBank NO: 474<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Colombia<br>GPS coordinates: 06.4899917°, -072.2841361°<br>Haplotype number: H1",Colombia_Boyara_474,474,UV-,lineage C,"cylindrical, UV-",Colombia,"06.4899917°, -072.2841361°",H1,6.4899917,-72.2841361,6.4899917,-72.2841361,,
-72.2841361,6.4899917,T. vermicularis,"Sample ID new: Colombia_Boyara_476<br>DNA ID/GenBank NO: 476<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Colombia<br>GPS coordinates: 06.4899917°, -072.2841361°<br>Haplotype number: H1",Colombia_Boyara_476,476,UV-,lineage C,"cylindrical, UV-",Colombia,"06.4899917°, -072.2841361°",H1,6.4899917,-72.2841361,6.4899917,-72.2841361,,
-59.601849,-51.619028,T. vermicularis,"Sample ID new: Falklands_MariaMt_559.1<br>DNA ID/GenBank NO: 559.1<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Falklands Islands<br>GPS coordinates:  -51.6190280°, -059.6018490°<br>Haplotype number: H1",Falklands_MariaMt_559.1,559.1,UV-,lineage C,"cylindrical, UV-",Falklands Islands," -51.6190280°, -059.6018490°",H1,-51.619028,-59.601849,-51.619028,-59.601849,,
-59.601849,-51.619028,T. vermicularis,"Sample ID new: Falklands_MariaMt_559.2<br>DNA ID/GenBank NO: 559.2<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Falklands Islands<br>GPS coordinates:  -51.6190280°, -059.6018490°<br>Haplotype number: H1",Falklands_MariaMt_559.2,559.2,UV-,lineage C,"cylindrical, UV-",Falklands Islands," -51.6190280°, -059.6018490°",H1,-51.619028,-59.601849,-51.619028,-59.601849,,
-59.601849,-51.619028,T. vermicularis,"Sample ID new: Falklands_MariaMt_559.3<br>DNA ID/GenBank NO: 559.3<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Falklands Islands<br>GPS coordinates:  -51.6190280°, -059.6018490°<br>Haplotype number: H1",Falklands_MariaMt_559.3,559.3,UV-,lineage C,"cylindrical, UV-",Falklands Islands," -51.6190280°, -059.6018490°",H1,-51.619028,-59.601849,-51.619028,-59.601849,,
58.9166667,80.8666667,T. vermicularis v. subuliformis,"Sample ID new: Russia_FranzJosef_321<br>DNA ID/GenBank NO: 321<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Russia<br>GPS coordinates: 80.8666667°, 058.9166667°<br>Haplotype number: H1",Russia_FranzJosef_321,321,UV+,lineage C,"cylindrical, UV+",Russia,"80.8666667°, 058.9166667°",H1,80.8666667,58.9166667,80.8666667,58.9166667,KY559216,
12.3500556,63.1331611,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Jaemtlands_214.1<br>DNA ID/GenBank NO: 214.1<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  63.1331611°, 012.3500556°<br>Haplotype number: H1",Sweden_Jaemtlands_214.1,214.1,UV+,lineage C,"cylindrical, UV+",Sweden," 63.1331611°, 012.3500556°",H1,63.1331611,12.3500556,63.1331611,12.3500556,KY559137,
12.3500556,63.1331611,T. vermicularis,"Sample ID new: Sweden_Jaemtlands_214.2<br>DNA ID/GenBank NO: 214.2<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Sweden<br>GPS coordinates:  63.1331611°, 012.3500556°<br>Haplotype number: H1",Sweden_Jaemtlands_214.2,214.2,UV-,lineage C,"cylindrical, UV-",Sweden," 63.1331611°, 012.3500556°",H1,63.1331611,12.3500556,63.1331611,12.3500556,KY559205,
137.6183333,36.5758333,T. vermicularis,"Sample ID new: Japan_282.B<br>DNA ID/GenBank NO: 282.B<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Japan<br>GPS coordinates:  36.5758333°, 137.6183333°<br>Haplotype number: H1",Japan_282.B,282.B,UV-,lineage C,"cylindrical, UV-",Japan," 36.5758333°, 137.6183333°",H1,36.5758333,137.6183333,36.5758333,137.6183333,,
82.7825,29.1713889,T. vermicularis v. subuliformis,"Sample ID new: Nepal_Dolpo_349<br>DNA ID/GenBank NO: 349<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Nepal<br>GPS coordinates:  29.1713889°, 082.7825000°<br>Haplotype number: H1",Nepal_Dolpo_349,349,UV+,lineage C,"cylindrical, UV+",Nepal," 29.1713889°, 082.7825000°",H1,29.1713889,82.7825,29.1713889,82.7825,KY559234,
82.7825,29.1713889,T. vermicularis v. subuliformis,"Sample ID new: Nepal_Dolpo_352<br>DNA ID/GenBank NO: 352<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Nepal<br>GPS coordinates:  29.1713889°, 082.7825000°<br>Haplotype number: H1",Nepal_Dolpo_352,352,UV+,lineage C,"cylindrical, UV+",Nepal," 29.1713889°, 082.7825000°",H1,29.1713889,82.7825,29.1713889,82.7825,KY559119,
10.2783611,62.5643806,T. vermicularis v. subuliformis,"Sample ID new: Norway_Hedmark_218<br>DNA ID/GenBank NO: 218<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  62.5643806°, 010.2783611°<br>Haplotype number: H1",Norway_Hedmark_218,218,UV+,lineage C,"cylindrical, UV+",Norway," 62.5643806°, 010.2783611°",H1,62.5643806,10.2783611,62.5643806,10.2783611,KY559139,
171.7166667,-43.3,T. vermicularis,"Sample ID new: NZ_Cantebury_565.1<br>DNA ID/GenBank NO: 565<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: New Zeeland<br>GPS coordinates:  -43.3000000°, 171.7166667°<br>Haplotype number: H1",NZ_Cantebury_565.1,565,UV-,lineage C,"cylindrical, UV-",New Zeeland," -43.3000000°, 171.7166667°",H1,-43.3,171.7166667,-43.3,171.7166667,,
16.5934472,56.6636972,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_03<br>DNA ID/GenBank NO: 3<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.6636972°, 016.5934472°<br>Haplotype number: H1",Sweden_Öland_03,3,UV+,lineage C,"cylindrical, UV+",Sweden," 56.6636972°, 016.5934472°",H1,56.6636972,16.5934472,56.6636972,16.5934472,KY559181,
16.5934472,56.6636972,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_17<br>DNA ID/GenBank NO: 17<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.6636972°, 016.5934472°<br>Haplotype number: H1",Sweden_Öland_17,17,UV+,lineage C,"cylindrical, UV+",Sweden," 56.6636972°, 016.5934472°",H1,56.6636972,16.5934472,56.6636972,16.5934472,KY559188,
16.5934472,56.6636972,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_18<br>DNA ID/GenBank NO: 18<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.6636972°, 016.5934472°<br>Haplotype number: H1",Sweden_Öland_18,18,UV+,lineage C,"cylindrical, UV+",Sweden," 56.6636972°, 016.5934472°",H1,56.6636972,16.5934472,56.6636972,16.5934472,KY559189,
16.5934472,56.6636972,T. vermicularis v. subuliformis,"Sample ID new: Sweden_Öland_19<br>DNA ID/GenBank NO: 19<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Sweden<br>GPS coordinates:  56.6636972°, 016.5934472°<br>Haplotype number: H1",Sweden_Öland_19,19,UV+,lineage C,"cylindrical, UV+",Sweden," 56.6636972°, 016.5934472°",H1,56.6636972,16.5934472,56.6636972,16.5934472,KY559190,
-77.6127611,-9.0117333,"cylindrical, unknown chemistry","Sample ID new: Peru_Laguna69_371<br>DNA ID/GenBank NO: 371<br>chemotype: NA<br>lineage: lineage C<br>Phenotype: cylindrical, unknown chemistry<br>Country: Peru<br>GPS coordinates:  -09.0117333°, -077.6127611°<br>Haplotype number: H1",Peru_Laguna69_371,371,NA,lineage C,"cylindrical, unknown chemistry",Peru," -09.0117333°, -077.6127611°",H1,-9.0117333,-77.6127611,-9.0117333,-77.6127611,,
-77.6127611,-9.0117333,T. vermicularis v. vermicularis,"Sample ID new: Peru_Laguna69_464<br>DNA ID/GenBank NO: 464<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Peru<br>GPS coordinates:  -09.0117333°, -077.6127611°<br>Haplotype number: H1",Peru_Laguna69_464,464,UV-,lineage C,"cylindrical, UV-",Peru," -09.0117333°, -077.6127611°",H1,-9.0117333,-77.6127611,-9.0117333,-77.6127611,,
-77.6127611,-9.0117333,T. vermicularis v. vermicularis,"Sample ID new: Peru_Laguna69_465<br>DNA ID/GenBank NO: 465<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Peru<br>GPS coordinates:  -09.0117333°, -077.6127611°<br>Haplotype number: H1",Peru_Laguna69_465,465,UV-,lineage C,"cylindrical, UV-",Peru," -09.0117333°, -077.6127611°",H1,-9.0117333,-77.6127611,-9.0117333,-77.6127611,,
-77.6127611,-9.0117333,T. vermicularis v. vermicularis,"Sample ID new: Peru_Laguna69_466<br>DNA ID/GenBank NO: 466<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Peru<br>GPS coordinates:  -09.0117333°, -077.6127611°<br>Haplotype number: H1",Peru_Laguna69_466,466,UV-,lineage C,"cylindrical, UV-",Peru," -09.0117333°, -077.6127611°",H1,-9.0117333,-77.6127611,-9.0117333,-77.6127611,,
132.7876111,43.1050556,T. vermicularis,"Sample ID new: Russia_ LitovkaMt_311<br>DNA ID/GenBank NO: 311<br>chemotype: UV-<br>lineage: lineage C<br>Phenotype: cylindrical, UV-<br>Country: Russia<br>GPS coordinates:  43.1050556°, 132.7876111°<br>Haplotype number: H1",Russia_ LitovkaMt_311,311,UV-,lineage C,"cylindrical, UV-",Russia," 43.1050556°, 132.7876111°",H1,43.1050556,132.7876111,43.1050556,132.7876111,KY559229,
18.5563889,80.0438889,T. vermicularis v. subuliformis,"Sample ID new: Norway_Svalbard_319<br>DNA ID/GenBank NO: 319<br>chemotype: UV+<br>lineage: lineage C<br>Phenotype: cylindrical, UV+<br>Country: Norway<br>GPS coordinates:  80.0438889°, 018.5563889°<br>Haplotype number: H1",Norway_Svalbard_319,319,UV+,lineage C,"cylindrical, UV+",Norway," 80.0438889°, 018.5563889°",H1,80.0438889,18.5563889,80.0438889,18.5563889,KY559214,
